Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Latitude,Longitude,ID
DURHAM COUNTY JUSTICE 3RIGHT,510 S Dillard St,Durham,27701,888-758-4389,Public,35.992184,-78.901329,175669
DURHAM COUNTY NLIB LEFT,221 Milton Rd,Durham,27712,888-758-4389,Public,36.088806,-78.914461,175681
BROADSTONE DRM LEVEL 2 ADA,600 Willard St,Durham,27701,888-758-4389,Public,35.993779,-78.908236,175791
BROADSTONE DRM GUEST 1 ADA,600 Willard St,Durham,27701,888-758-4389,Public,35.993798,-78.908226,175792
3800 GLENWOOD STATION 3,3701 National Dr PARKING DECK,Raleigh,27612,888-758-4389,Public,35.831995,-78.66662,180722
3800 GLENWOOD STATION 2,3701 National Dr PARKING DECK,Raleigh,27612,888-758-4389,Public,35.83196,-78.666666,180723
3800 GLENWOOD STATION 4,3701 National Dr PARKING DECK,Raleigh,27612,888-758-4389,Public,35.83197,-78.666625,180724
HUNTERSVILLE MARK OIL L2,101 Statesville Rd,Huntersville,28078,888-758-4389,Public,35.409603,-80.854126,181247
PUBLIC STATIONS WEST,100 Sierra Nevada Way,Fletcher,28732,888-758-4389,Public,35.430402,-82.548957,182644
JLR CARY LEITH 3 - BAY1,1000 Autopark Blvd,Cary,27511,888-758-4389,Public,35.739528,-78.815519,182692
SENTRYONE LAB,4001 Yancey Rd,Charlotte,28217,888-758-4389,Public,35.186248,-80.878874,182989
"PNC ARENA PNC VIP 36,37",1400 Edwards Mill Rd,Raleigh,27607,888-758-4389,Public,35.802486,-78.72239,183170
"PNC ARENA PNC VIP 34,35",1400 Edwards Mill Rd,Raleigh,27607,888-758-4389,Public,35.802444,-78.72236,183171
"PNC ARENA PNC VIP 32,33",1400 Edwards Mill Rd,Raleigh,27607,888-758-4389,Public,35.802406,-78.72232,183172
"CHARLOTTE, NC FIRE HQ 4",500 Dalton Ave,Charlotte,28206,888-758-4389,Public,35.240489,-80.836201,183464
"CHARLOTTE, NC FIRE HQ 3",500 Dalton Ave,Charlotte,28206,888-758-4389,Public,35.240491,-80.836265,183465
"CHARLOTTE, NC FIRE HQ 1",500 Dalton Ave,Charlotte,28206,888-758-4389,Public,35.240351,-80.835981,183466
"CHARLOTTE, NC FIRE HQ 2",1210 Statesville Ave,Charlotte,28206,888-758-4389,Public,35.240493,-80.836324,183467
Sheetz - Tesla Supercharger,1237 Mebane Oaks Road,Mebane,27302,877-798-3752,Public,36.069862,-79.270016,183563
Town of Apex - Fleet,323 N Salem St,Apex,27502,,Private,35.734544,-78.847516,183787
Van Alen Office LLC,555 South Mangum Street,Durham,27701,866-816-7584,Public,35.990454,-78.901642,184035
HHS / NIH - North Carolina,109 TW Alexander Dr,Durham,27713,,Private - Government only,35.882547,-78.873877,184236
VISN 6/FAYETTEVILLE NC VAMC,2300 Ramsey St,Fayetteville,28301,,Private - Government only,35.089351,-78.877187,184237
FHWA - NC Division Office,310 New Bern Ave,Raleigh,27601,,Private - Government only,35.779962,-78.633881,184325
MCAS Cherry Point - C Farm,Bld 1244 Curtis Rd,Cherry Point,28532,,Private - Government only,34.883318,-76.9062,184434
SSA North Carolina,3604 Louis Stephens Dr,Morrisville,27560,,Private,35.877576,-78.88564,184435
EPA Research Triangle Park,505 TW Alexander Dr,Durham,27713,,Private - Government only,35.921852,-78.840123,184630
FCC Butner,Old Nc Hwy 75,Butner,27509,,Private - Government only,36.137535,-78.813803,184762
Locomotive / Rail eq. Fuel station,6280 Sunny Point Rd SE,SOUTHPORT,28461,,Private - Government only,33.978703,-78.042162,184777
Installation Admin Fuel station,6280 Sunny Point Rd SE,SOUTHPORT,28461,,Private - Government only,33.8888,-78.042162,184778
COREV LETC EV 2,2300 Law Enforcement Drive,Raleigh,27610,888-758-4389,Public,35.718652,-78.502388,185335
COREV LETC EV 1,2300 Law enforcement dr,Raleigh,27610,888-758-4389,Public,35.71863,-78.502525,185336
"CHARLOTTE, NC SPRATT 1",537 Spratt St,Charlotte,28206,888-758-4389,Public,35.239909,-80.8381,185365
"CHARLOTTE, NC SPRATT 2",537 Spratt St,Charlotte,28206,888-758-4389,Public,35.23983,-80.838,185366
"CHARLOTTE, NC SPRATT 3",537 Spratt St,Charlotte,28206,888-758-4389,Public,35.239794,-80.83799,185367
FOUR COUNTY EMC MAD BOAR FCEMC,116 River Village Pl,Wallace,28466,888-758-4389,Public,34.756502,-77.948087,185370
Aviation Crossing,4555 McCrimmon Parkway,Morrisville,27560,800-663-5633,Public,35.833325,-78.812756,185444
LOFTS HAW RIVER HAW RIVER 1,100 E Main St,Haw River,27258,888-758-4389,Public,36.090704,-79.367223,185577
LOFTS HAW RIVER HAW RIVER 2,116 W Main St,Haw River,27258,888-758-4389,Public,36.089547,-79.367462,185578
UPC STONEBRIDGE,3612 Out of Bounds Drive,Monroe,28112,888-758-4389,Public,34.938809,-80.631384,185582
SURRY TEL STATION #1,819 E Atkins St,Dobson,27017,888-758-4389,Public,36.39276,-80.709357,186158
5000 Davis Drive,5000 Davis Drive,Research Triangle Park,27709,800-663-5633,Public,35.860964,-78.870741,186169
The Osprey at Lake Norman - 138 Village Club Dr,138 Village Club Drive,Mooresville,28117,888-998-2546,Public,35.53578,-80.866088,186784
Sheetz - Tesla Supercharger,10206 S Main St,Archdale,27263,877-798-3752,Public,35.899433,-79.946479,186873
Verizon - Charlotte,8921 Research Dr,Charlotte,28262,,Private,35.318383,-80.759513,187080
Asheville Exchange Apartments,105 Exchange Circle,Asheville,28806,888-998-2546,Public,35.52998,-82.60982,187097
Sheetz - Tesla Supercharger,3202 Sandy Ridge Road,Colfax,27235,877-798-3752,Public,36.095,-79.994693,187283
ROANOKE EMC DC FAST OASIS,10401 NC-903,Halifax,27839,888-758-4389,Public,36.366209,-77.674185,187349
NORTH TOWN HALL 02,124 Town Center Dr,Mills River,28759,888-758-4389,Public,35.384328,-82.549731,187636
NORTH TOWN HALL 01,124 Town Center Dr,Mills River,28759,888-758-4389,Public,35.384279,-82.549729,187637
UNION CHAPEL LEFT CHARGER,425 Hillsborough St,Chapel Hill,27514,888-758-4389,Public,35.920734,-79.053505,187661
RALEIGH STATION STATION 02,4005 Capital Hills Dr,Raleigh,27616,888-758-4389,Public,35.887839,-78.568953,187820
"Crossroads Center (Statesville, NC)",1000 Crossroads Dr,Statesville,28677,833-632-2778,Public,35.8101,-80.87331,187907
Bank of America - Private Bank,900 W Trade St,Charlotte,28202,,Private,35.234688,-80.851067,188029
Bank of America - Private Bank,13510 Ballantyne Corp Pl,Charlotte,28277,,Private,35.062011,-80.849483,188030
Link Apartments Montford I,1606 Abby Place,Charlotte,28209,855-900-7584,Public,35.168713,-80.849259,188122
Ingles Markets,722 Sullivan Rd,Statesville,28677,704-872-4039,Public,35.805445,-80.875061,188998
DELTEC HOMES DELTEC HOMES-1,69 Bingham Rd,Asheville,28806,888-758-4389,Public,35.602345,-82.5856,189251
DELTEC HOMES DELTEC HOMES-2,69 Bingham Rd,Asheville,28806,888-758-4389,Public,35.602357,-82.585544,189252
MB RALEIGH CAP CORNER,5607 Capital Blvd,Raleigh,27616,888-758-4389,Public,35.864118,-78.582751,189382
PIER 33 PD LEVEL G,901 Nutt St,Wilmington,28401,888-758-4389,Public,34.245413,-77.950948,189668
PIER 33 PD LEVEL 01,901 Nutt St,Wilmington,28401,888-758-4389,Public,34.245251,-77.950932,189669
Asheville Market - Tesla Supercharger,4 South Tunnel Road,Asheville,28805,877-798-3752,Public,35.58424,-82.523956,189688
ALLY FINANCIAL STATION 02,601 S Tryon St,Charlotte,28202,888-758-4389,Public,35.222807,-80.848816,189735
ALLY FINANCIAL STATION 03,601 S Tryon St,Charlotte,28202,888-758-4389,Public,35.222871,-80.848747,189736
ALLY FINANCIAL STATION 01,601 S Tryon St,Charlotte,28202,888-758-4389,Public,35.222739,-80.848889,189737
ADVANCE AUTO STATION 2,4200 Six Forks Rd,Raleigh,27609,888-758-4389,Public,35.836069,-78.639554,189787
SYEMC STATION1,110 Frank Comer Blvd,Dobson,27017,888-758-4389,Public,36.385414,-80.71906,189790
REVUP1 NC ZOO1,Zoo Pkwy,Asheboro,27205,888-758-4389,Public,35.630391,-79.765549,189924
Home2Suites Asheville Airport,390 New Airport Rd,Arden,28704,855-900-7584,Public,35.44667,-82.533952,189966
EUHOME STATESVILLE DC,308a Mocksville Hwy,Statesville,28625,888-758-4389,Public,35.810074,-80.828563,190089
EUHOME MOCKSVILLE DC,1440 Yadkinville Rd,Mocksville,27028,888-758-4389,Public,35.919155,-80.58476,190090
Albemarle City Hall,144 N 2nd  St,Albemarle,28001,800-663-5633,Public,35.35074,-80.197397,190142
North Carolina Medical Board,3127 Smoketree Ct,Raleigh,27604,,Private,35.820818,-78.606694,190217
Pure Power Contractors,2812 Gray Fox Rd,Monroe,28110,866-816-7584,Public,35.057777,-80.620233,190265
TOWNOFSPARTA SPARTA LEVEL 2,60 N Main St,Sparta,28675,888-758-4389,Public,36.506226,-81.12144,190666
BLUERIDGEENERGY WEST JEFFERSON2,203 E 1st St,West Jefferson,28694,888-758-4389,Public,36.402863,-81.490585,190667
BLUERIDGEENERGY BOONE DC FAST,2491 US-421 S,Boone,28607,888-758-4389,Public,36.223583,-81.63569,190668
AEMC-  MCDONALDS,105 Tanglewood Parkway,Elizabeth City,27909,888-758-4389,Public,36.29362,-76.29702,190732
Camden Carolinian,2600 Glenwood Ave,Raleigh,27608,888-998-2546,Public,35.81717,-78.659529,190916
Gateway Terrace - Tesla Supercharger,3219 Watkins Road,Durham,27707,877-798-3752,Public,35.953056,-78.991028,191099
Lake Norman State Park,759 State Park Rd,Troutman,28166,704-528-6350,Public,35.672746,-80.932449,191100
LEXINGTON NC WINDSTREAM,209 N State St,Lexington,27292,888-758-4389,Public,35.826254,-80.252675,191134
EVOLVE COS SURF CITY,206 Collegiate Drive,Hampstead,28443,888-758-4389,Public,34.449018,-77.604387,191144
LEXINGTON NC SOUTH MAIN #2,333 S Main St,Lexington,27292,888-758-4389,Public,35.821313,-80.256099,191154
LEXINGTON NC RAILROAD ST.,216 E 2nd Ave,Lexington,27292,888-758-4389,Public,35.820476,-80.253335,191156
LEXINGTON NC PARKWAYPLAZA L3,11 Plaza Pkwy,Lexington,27292,888-758-4389,Public,35.783093,-80.257089,191157
Food Lion Plaza - Tesla Supercharger,1605 East 11th Street,Siler City,27344,877-798-3752,Public,35.73496079,-79.44204162,191518
EMEMC HWY 33E EMEMC 1,679 NC-33,Tarboro,27886,888-758-4389,Public,35.86785,-77.5229,191544
ECU HSC STUDENT CTR,Unnamed Road,Greenville,27834,888-758-4389,Public,35.611529,-77.406991,191627
ECU PARKING DECK 2,502 9th St,Greenville,27858,888-758-4389,Public,35.606203,-77.369419,191628
ECU PARKING DECK 1,502 9th St,Greenville,27858,888-758-4389,Public,35.606206,-77.369405,191629
VOLVO BUILDING CT4021-01,2012 US-401,Fayetteville,28314,888-758-4389,Public,35.058952,-78.97257,191670
Northcrest Shopping Center - Tesla Supercharger,9841 Northlake Centre Parkway,Charlotte,28216,877-798-3752,Public,35.347264,-80.859183,191693
TEVA DEEP ROOTS MKT,600 N Eugene St,Greensboro,27401,888-758-4389,Public,36.079067,-79.793291,191766
SPECTRUM BLDG VANTAGE SOUTH 1,1220 S Tryon St,Charlotte,28203,888-758-4389,Public,35.219085,-80.853804,192588
SPECTRUM BLDG VANTAGE 3,1220 S Tryon St,Charlotte,28203,888-758-4389,Public,35.217775,-80.854145,192599
SPECTRUM BLDG VANTAGE 2,1220 S Tryon St,Charlotte,28203,888-758-4389,Public,35.218643,-80.853666,192603
MAST GENERAL STATION 1,3565 NC-194,Sugar Grove,28679,888-758-4389,Public,36.210724,-81.78104,192607
Link Apartments Linden,411 Flemington Rd,Chapel Hill,27517,855-900-7584,Public,35.91463,-79.0255,192649
MIDTOWN DECK STN 3 P2 RIGHT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.209957,-80.8384,192670
MIDTOWN DECK STN 5 P4 RIGHT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.209854,-80.83841,192671
MIDTOWN DECK STN 7 P5 RIGHT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.2099,-80.8383,192672
MIDTOWN DECK STN 4 P2 LEFT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.210022,-80.838425,192673
MIDTOWN DECK P1 RIGHT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.209976,-80.83847,192674
MIDTOWN DECK STN 2 P1 LEFT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.20991,-80.838356,192675
PUBLIC STATIONS OVERFLOW 1,599 Ferncliff Park Dr,Fletcher,28732,888-758-4389,Public,35.432646,-82.550668,192680
PUBLIC STATIONS OVERFLOW 2,515 Ferncliff Park Dr,Fletcher,28732,888-758-4389,Public,35.432579,-82.550571,192684
MIDTOWN DECK STN 6 P4 LEFT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.209938,-80.83832,192805
MIDTOWN DECK STN 8 P5 LEFT,830 Kenilworth Ave,Charlotte,28204,888-758-4389,Public,35.209915,-80.83828,192806
Crescent Ford,100 Old Winston Road,High Point,27265,888-998-2546,Public,35.98761,-80.023963,192960
BULLHOUSE APTS2 STATION 2,504 E Pettigrew Street,Durham,27701,888-758-4389,Public,35.989685,-78.899124,192968
"CHARLOTTE, NC FS 43-EV 1",421 Clanton Rd,Charlotte,28217,888-758-4389,Public,35.195985,-80.878473,193055
Rudy's Performance Parts,7422 Whitsett Park Rd.,Burlington,27215,888-998-2546,Public,36.063476,-79.542198,193097
"CHARLOTTE, NC CMPD SOUTH EV-1",11217 Providence Rd W,Charlotte,28277,888-758-4389,Public,35.041507,-80.849002,193103
"BCH, LLC CHECKERS 3881",2520 Fayetteville St,Durham,27707,888-758-4389,Public,35.968565,-78.903208,193115
SKYNET WALL STREET,43 Wall St,Asheville,28801,888-758-4389,Public,35.594764,-82.556287,193203
FRONT LOT AVL ELEMENT AVL,62 College Pl,Asheville,28801,888-758-4389,Public,35.599739,-82.541991,193500
TOWNOFCRAMERTON TOWN HALL,155 N Main Street,Cramerton,28032,888-758-4389,Public,35.23551,-81.071129,193558
HIGH POINT ELEC BLAIR PARK,1901 S Main St,High Point,27260,888-758-4389,Public,35.937786,-79.99384,193839
HIGH POINT ELEC OAK HOLLOW GOLF,3400 N Centennial St,High Point,27265,888-758-4389,Public,36.01077,-79.99881,193857
SREMC DIRTY WHISKEY,5431 Corporation Dr,Hope Mills,28348,888-758-4389,Public,34.940502,-78.912476,193913
TOSS EVS SOUTHERN SHORES,5377 N Virginia Dare Trail,Kitty Hawk,27949,888-758-4389,Public,36.100533,-75.71543,193921
ASHEBORO CITY CITY HALL NORTH,146 N Church St,Asheboro,27203,888-758-4389,Public,35.706825,-79.815865,194166
ASHEBORO CITY CITY HALL SOUTH,146 N Church St,Asheboro,27203,888-758-4389,Public,35.70664,-79.81583,194167
REVUP1 ROBBINS OFFICE,201 S Middleton St,Robbins,27325,888-758-4389,Public,35.433191,-79.588067,194223
HARRISBURG NC HARRISBURG PARK,191 Sims Pkwy,Harrisburg,28075,888-758-4389,Public,35.316952,-80.656397,194271
MOSAIC at Chatham Park,55 Grant Drive,Pittsboro,27312,888-998-2546,Public,35.751791,-79.165919,194302
LEES-MCRAE COLL LEES MCRAE COLL,191 Main St W,Banner Elk,28604,888-758-4389,Public,36.162674,-81.87334,194630
SPINDALE SPINDALE 01,Steward St,Spindale,28160,888-758-4389,Public,35.35725,-81.930084,194638
YADKINVILLE MAIN ST,236 E Main St,Yadkinville,27055,888-758-4389,Public,36.13434,-80.65678,194682
YADKINVILLE ELM STREET,210 E Elm St,Yadkinville,27055,888-758-4389,Public,36.13362,-80.65815,194683
PM TOWN HALL PM TOWN HALL,124 W Main St,Pilot Mountain,27041,888-758-4389,Public,36.38547,-80.46821,194785
BoA Plaza,101 South Tryon Street,Charlotte,28280,800-663-5633,Public,35.22666,-80.843191,195220
CBRE @ Microsoft station location,1009 Think Place,Morrisville,27560,800-663-5633,Public,35.858262,-78.837317,195402
Purfoy Charger 1,7925 Purfoy Rd,Fuquay Varina,27526,800-663-5633,Public,35.581498,-78.770625,195620
Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,2507 Doctor Martin Luther King Junior Boulevard,New Bern,28562,877-798-3752,Public,35.10414,-77.080425,195778
Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,5180 NC-42,Garner,27529,877-798-3752,Public,35.608412,-78.563071,195780
Sojourn Lake Boone - Building 2,2231 Housecreek Trail,Raleigh,27607,888-998-2546,Public,35.810668,-78.692517,195865
ESP STATION RESIDENT #3,4425 Sharon Rd,Charlotte,28211,888-758-4389,Public,35.151894,-80.82728,196051
WB OFFICE 1 BERRY PATCH L2,351 Cargo Road,Ellerbe,28338,888-758-4389,Public,35.041393,-79.76657,196068
FBEMC BURNSVILLE EV1,204 East-West Blvd,Burnsville,28714,888-758-4389,Public,35.916629,-82.302319,196069
BIRD PARK 1 SYLVAN HEIGHTS1,500 Sylvan Heights Park Way,Scotland Neck,27874,888-758-4389,Public,36.145405,-77.413734,196139
FOUR COUNTY EMC ROSE HILL PUBLI,686 W Charity Rd,Rose Hill,28458,888-758-4389,Public,34.821358,-78.013145,196141
FOUR COUNTY EMC BURGAW PUBLIC,1822 NC-53 West,Burgaw,28425,888-758-4389,Public,34.545464,-77.95397,196143
FOUR COUNTY EMC ELIZABETHTOWN,2668 NC-242,Elizabethtown,28337,888-758-4389,Public,34.601543,-78.62797,196144
"Springhill Suites City View, Durham, North Carolina",705 South Mangum Street,Durham,27701,800-663-5633,Public,35.988532,-78.903278,196157
CITY OF WILSON CENTER BRICK,207 Tarboro St W,Wilson,27893,888-758-4389,Public,35.724429,-77.912708,196158
Smithfield's Chicken N Bar-B-Q - Tesla Supercharger,2669 NC-24,Warsaw,28398,877-798-3752,Public,34.992684,-78.135542,196256
East Asheville Public Library,902 Tunnel Rd,Asheville,28805,828-250-4738,Public - Credit card at all times,35.58808686,-82.50278296,196271
Glo Best Western Asheville,509 Tunnel Rd,Asheville,28805,828-417-9300,Public - Credit card at all times,35.58635548,-82.51490491,196272
Tru By Hilton,1500 Tunnel Rd,Asheville,28805,828-417-9700,Public - Credit card at all times,35.58568225,-82.46112735,196273
Holiday Inn Asheville East,1450 Tunnel Rd,Asheville,28805,828-298-5611,Public - Credit card at all times,35.58549083,-82.46267499,196274
Oasis - Tesla Supercharger,10401 NC-903,Halifax,27839,877-798-3752,Public,36.366073,-77.674312,196521
CITY OF WILSON BRICK STATION 2,207 Tarboro St W,Wilson,27893,888-758-4389,Public,35.72444,-77.91268,196583
UPC NESBIT PARK,1304 H C Nesbit Park Rd,Waxhaw,28173,888-758-4389,Public,34.941964,-80.776365,196592
NPS SERO: GRSM Oconaluftee,60 Enloe Floyd Bottoms Rd,Cherokee,28719,,Private - Government only,35.477057,-83.320586,196899
Oconaluftee JCC,502 Oconaluftee Job Corps Center Access Rd,Cherokee,28719,,Private - Government only,35.522,-83.3058,196900
Lyndon B. Johnson CCC,,Franklin,28734,,Private - Government only,35.182317,-83.381543,196901
Schenck JCC,,Pisgah Forest,28768,,Private - Government only,35.253333,-82.683589,196902
SUGAR SKI & CC -OWNER & RENTER,100 Sugar Ski Dr,Sugar Mountain,28604,888-758-4389,Public,36.123238,-81.87229,197107
CARY ACADEMY STATION 1,1500 N Harrison Ave,Cary,27513,888-758-4389,Public,35.819369,-78.769618,197137
CARY ACADEMY STATION 2,1500 N Harrison Ave,Cary,27513,888-758-4389,Public,35.819353,-78.769492,197138
HALIFAX EMC LG PIT STOP,2458 Eaton Ferry Rd,Littleton,27850,888-758-4389,Public,36.532204,-77.9381,197215
FBEMC MARS HILL EV1,56 S Main St,Mars Hill,28754,888-758-4389,Public,35.825995,-82.549068,197404
Hampton Inn & Suites,1032 Hampton Inn Way,Jacksonville,28546,,Public - Credit card at all times,34.78914121,-77.40590687,197534
Saunders Street Parking,112 Saunders St,Apex,27502,,Public - Credit card at all times,35.73238466,-78.85160787,197540
Carolina Square Parking Deck,121 W Franklin St,Chapel Hill,27516,,Public - Credit card at all times,35.91212491,-79.05706115,197541
REVUP5 PORT78,4401 Zoo Parkway,Asheboro,27205,888-758-4389,Public,35.630562,-79.765662,197618
REVUP5 PORT910,4401 Zoo Parkway,Asheboro,27205,888-758-4389,Public,35.63053,-79.76564,197619
RED BEAR STATION 1,113 Craven Street,New Bern,28560,888-758-4389,Public,35.103934,-77.039269,197707
RED BEAR STATION 2,113 Craven Street,New Bern,28560,888-758-4389,Public,35.103929,-77.03921,197708
LANTOWER WAVERL SW EV1,11809 Providence Rd,Charlotte,28277,888-758-4389,Public,35.041662,-80.855467,197885
PIEDMONT EMC CARRBORO PLAZA,104 NC 54 Hwy,Carrboro,27501,888-758-4389,Public,35.917219,-79.095546,197954
Biltmore Park Town Square - Tesla Supercharger,264 Thetford Street,Asheville,28803,877-798-3752,Public,35.483965,-82.557767,198003
TOM STATION 1 TOM STATION 1,119 N Elm St,Marshville,28103,888-758-4389,Public,34.986668,-80.368298,198134
WAKE FOREST GULLEY DR.,Gulley Dr,Winston-Salem,27109,888-758-4389,Public,36.132088,-80.276602,199125
WAKE FOREST W1 PARKING LOT,1834 Wake Forest Rd,Winston-Salem,27106,888-758-4389,Public,36.136572,-80.275682,199127
WAKE FOREST UCC PARKING LOT,354-444 W 32nd St,Winston-Salem,27105,888-758-4389,Public,36.131963,-80.257653,199128
WAKE FOREST U2 PARKING,1834 Wake Forest Rd,Winston-Salem,27106,888-758-4389,Public,36.135397,-80.273237,199131
REVUP5 PORT3,3733 Zoo Pkwy,Asheboro,27205,888-758-4389,Public,35.667584,-79.796589,199175
"CHARLOTTE, NC CMGC PRKG L1-2",232 S Davidson St,Charlotte,28202,888-758-4389,Public,35.222049,-80.839916,199471
MB CARY PARKING LOT 1,2400 Autopark Blvd,Apex,27502,888-758-4389,Public,35.73733,-78.81497,199490
H&V19197843967 HOLLY SPRINGS 2,781 Avent Ferry Rd,Holly Springs,27540,888-758-4389,Public,35.64296,-78.83707,200422
H&V19197843967 UNC HOLLY SPR 1,709 Avent Ferry Rd,Holly Springs,27540,888-758-4389,Public,35.6432,-78.836945,200423
KMNB KIA OF NEW BERN,1715A US-70 E,New Bern,28560,888-758-4389,Public,35.068051,-77.024846,200424
CITY OF SHELBY STATION 1,118 Campbell St,Shelby,28150,888-758-4389,Public,35.292686,-81.54134,200499
CITY OF SHELBY STATION 2,311 S Lafayette St,Shelby,28150,888-758-4389,Public,35.288837,-81.54018,200508
Hyatt House Charlotte / Rea Farms,9930 Sandy Rock Pl,Charlotte,28277,,Public - Credit card at all times,35.050781,-80.774517,200623
Courtyard by Marriott,6319 Providence Farm Ln,Charlotte,28277,,Public - Credit card at all times,35.056463,-80.768243,200624
NHPMC Travis Avenue,220 Travis Avenue,Charlotte,28204,800-663-5633,Public,35.213952,-80.826316,200875
CARY TMSA CARY 01,312 Gregson Dr,Cary,27511,888-758-4389,Public,35.733006,-78.8058,200916
JACKSONVILLEKIA GUEST STATION,500 Fairway Rd,Jacksonville,28546,888-758-4389,Public,34.785943,-77.385671,200946
EV CHARGE STAT EDGERTON PARK,108 Edgerton St,Louisburg,27549,888-758-4389,Public,36.092626,-78.304879,200984
EV CHARGE STAT DEPOT HILL,444 S Main St,Louisburg,27549,888-758-4389,Public,36.095896,-78.302605,200989
EV CHARGE STAT N MAIN ST LOT,116 N Main St,Louisburg,27549,888-758-4389,Public,36.09925,-78.29997,200990
PIEDMONT EMC ARBY'S 1,1314 Mebane Oaks Rd,Mebane,27302,888-758-4389,Public,36.068138,-79.270321,201000
PIEDMONT TRIAD DC250 1,824 N Main St,Graham,27253,888-758-4389,Public,36.056667,-79.399134,201065
TOWNCHAPELHILL1 TOWN HALL - EMP,North Columbia Street at Town Hall,Chapel Hill,27516,888-758-4389,Public,35.9166,-79.057755,201174
TOWNCHAPELHILL1 TOWN HALL - PUB,North Columbia Street at Town Hall,Chapel Hill,27516,888-758-4389,Public,35.91652,-79.05772,201175
LKG COFFEE STATION 1,128 Lynwood Rd,Littleton,27850,888-758-4389,Public,36.531056,-77.942022,201243
MCH EV STATIONS EV MOSES CONE 1,3518 Drawbridge Pkwy,Greensboro,27410,888-758-4389,Public,36.139553,-79.866325,201557
Lowes Foods - Tesla Supercharger,125 Center Square Drive,Mooresville,28117,877-798-3752,Public,35.587413,-80.873024,201672
Stuckey's - Tesla Supercharger,121 Parker Padgett Road,Old Fort,28762,877-798-3752,Public,35.638195,-82.143094,201676
BEMC OAK ISLAND,182 SE 46th St,Oak Island,28465,888-758-4389,Public,33.912598,-78.11666,201759
UNION COUNTY KI UCK CHARGER 3,4712 W Hwy 74,Monroe,28110,888-758-4389,Public,35.049035,-80.614709,202147
UNION COUNTY KI UCK CHARGER 2,4712 W Hwy 74,Monroe,28110,888-758-4389,Public,35.048983,-80.615031,202148
UNION COUNTY KI UCK CHARGER 1,4712 W Hwy 74,Monroe,28110,888-758-4389,Public,35.049044,-80.614913,202149
Richmond Plaza - Tesla Supercharger,1305 East Broad Avenue,Rockingham,28379,877-798-3752,Public,34.921951,-79.748607,202619
CITY OF WILSON CHICFILA2DCFAST,5100 Raleigh Rd Pkwy W,Wilson,27896,888-758-4389,Public,35.764437,-78.010021,202800
CITY OF WILSON CHICFILA1DCFAST,5100 Raleigh Rd Pkwy W,Wilson,27896,888-758-4389,Public,35.764424,-78.010024,202801
Vidant Beau Hospital,628 East 12th Street,Washington,27889,800-663-5633,Public,35.549171,-77.037805,202940
GASTONIA SCHIELE MUSEUM,1500 E Garrison Blvd,Gastonia,28054,888-758-4389,Public,35.254069,-81.158079,203065
Solice Southline,2520 South Blvd,Charlotte,28203,888-998-2546,Public,35.203424,-80.865496,203326
FBEMC BAKERSVILLE EV1,113 N Mitchell Ave,Bakersville,28705,888-758-4389,Public,36.016382,-82.156851,203361
"CHARLOTTE, NC CMPD UC EV-1",8452 N Tryon St,Charlotte,28262,888-758-4389,Public,35.303096,-80.750599,204300
"CHARLOTTE, NC CATS I-485 3",9512 South Blvd,Charlotte,28273,888-758-4389,Public,35.107009,-80.883292,204393
"CHARLOTTE, NC WESTOVER CMPD 3",2550 West Blvd,Charlotte,28208,888-758-4389,Public,35.210889,-80.905224,204395
Bill Clough Ford,227 US-13,Windsor,27983,888-998-2546,Public,36.001416,-76.962169,204736
LKG Coffee,104 Wellington Way,Littleton,27850,252-629-2221,Public,36.53085486,-77.94200313,204793
MB RALEIGH STATIONABB,5607 Capital Blvd,Raleigh,27616,888-758-4389,Public,35.863763,-78.582846,204934
TFV TAFT FAMILY,225 W 8th St,Greenville,27834,888-758-4389,Public,35.609077,-77.375305,204971
TFV AMANTE TACOS,639 Dickinson Ave Amante Tacos & Spirits,Greenville,27834,888-758-4389,Public,35.609232,-77.375361,204972
UNC BUSINESS SCHOOL,300 Kenan Center Dr,Chapel Hill,27514,888-758-4389,Public,35.90057,-79.046094,205060
UNC COBB DECK,Paul Green Dr,Chapel Hill,27514,888-758-4389,Public,35.911594,-79.045098,205061
GREENSBORO TRIAD ELM,512 Industrial Ave,Greensboro,27406,888-758-4389,Public,36.026863,-79.77735,205119
TELCO CCU CT4000 GW1,1137 Smokey Park Hwy,Candler,28715,888-758-4389,Public,35.545967,-82.66666,205384
RAYLEN ONE STATION 1,322 Brix Ln,Mocksville,27028,888-758-4389,Public,35.971664,-80.50612,205415
WHOLE FOODS MKT WFM WOL CARCH,3804 Oleander Dr,Wilmington,28403,888-758-4389,Public,34.214035,-77.901235,205442
ECU MAIN LSB 1,101 E 10th St,Greenville,27858,888-758-4389,Public,35.606228,-77.373706,205662
